web_pid,pdp_title_value,price_sp,pdp_rating_value,pdp_rating_count,pdp_page_url
B0CJ3FDW3K,Half Moon Hercules 55L Travelling Laptop Bag/Rucksack Backpack for Luggage Travel Journey Trekking Hiking Bags for Men Women Boys and Girls with Laptop Compartment & Rain Cover (Black),689,5.0,4,https://www.amazon.in/half-moon-hercules-55l-travelling-laptop-bag-rucksack-backpack-for-luggage-travel-journey-trekking-hiking-bags-for-men-women-boys-and-girls-with-laptop-compartment-rain-cover-black/dp/B0CJ3FDW3K
B088X9M73T,"Mi Step Out 12 L Mini Backpack (Small Size, Sky Blue, Water Repellant)",229,4.1,10291,https://www.amazon.in/mi-step-out-12-l-mini-backpack-small-size-sky-blue-water-repellant/dp/B088X9M73T
B08RC39B71,"The Deal Men's 15.6 Inch Polyester Casual Laptop Backpack, Travel Computer Bag Water Resistant College Work School Bag (Blue)",399,3.4,502,https://www.amazon.in/the-deal-men-s-15-6-inch-polyester-casual-laptop-backpack-travel-computer-bag-water-resistant-college-work-school-bag-blue/dp/B08RC39B71
B0C23Z9W18,Half Moon Aztec 37L School Bag Class 5-12 | College Bagpack for Men/College Back pack for Women | 15.6 inch Laptop Bag for Men/Backpack for Men | Spacious & Multiple Pockets,529,3.5,357,https://www.amazon.in/half-moon-aztec-37l-school-bag-class-5-12-college-bagpack-for-men-college-back-pack-for-women-15-6-inch-laptop-bag-for-men-backpack-for-men-spacious-multiple-pockets/dp/B0C23Z9W18
B07N15QM1C,American Tourister Ohio Polyester 55 Cms Wheel Travel Duffle Bag (Grey),1699,4.0,1160,https://www.amazon.in/american-tourister-ohio-polyester-55-cms-wheel-travel-duffle-bag-grey/dp/B07N15QM1C
B07F3X45WZ,ADISA Light Weight Laptop Backpack 32 Ltrs,449,4.0,6220,https://www.amazon.in/adisa-light-weight-laptop-backpack-32-ltrs/dp/B07F3X45WZ
B07TTCXHRH,Dell Essential Backpack 15 (ES1520P),1036,4.0,6897,https://www.amazon.in/dell-essential-backpack-15-es1520p/dp/B07TTCXHRH
B075MK4TXP,Gear Aspire 30L Medium Water Restant Office Laptop Bag/Backpack for Men/Women (Black),994,4.3,6593,https://www.amazon.in/gear-aspire-30l-medium-water-restant-office-laptop-bag-backpack-for-men-women-black/dp/B075MK4TXP
B0BS6QQZYN,NORTH ZONE Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L,547,4.0,780,https://www.amazon.in/north-zone-casual-waterproof-laptop-backpack-office-bag-school-bag-college-bag-business-bag-travel-backpack-dimensions-13x18-inches-compatible-with-39-62cm-15-6inch-laptop-30-l/dp/B0BS6QQZYN
B07NLB6FRS,NIVIA Basic Duffle Polyester Bag/Gym Bags/Adjustable Shoulder Bag for Men/Duffle Gym Bags for Men/Fitness Bag/Carry Bags/Sports & Travel Bag/Sports Kit/Duffle Bags Travel,229,4.0,4180,https://www.amazon.in/nivia-basic-duffle-polyester-bag-gym-bags-adjustable-shoulder-bag-for-men-duffle-gym-bags-for-men-fitness-bag-carry-bags-sports-travel-bag-sports-kit-duffle-bags-travel/dp/B07NLB6FRS
B0CJC93HDH,PLAYY BAGS Small 12 L daypack Small Bag for Daily Use - 2 Compartment Mini daypack,224,0,0,https://www.amazon.in/playy-bags-small-12-l-daypack-small-bag-for-daily-use-2-compartment-mini-daypack/dp/B0CJC93HDH
B0C1NZLF67,Half Moon Valex Unisex School Bag/ 15.6 inch Laptop Backpack/College Bagpack/Office Back Packed | Laptop Bag for Men Women | School Bags for Boys & Girls with Small Pockets & Laptop Compartment,549,3.7,163,https://www.amazon.in/half-moon-valex-unisex-school-bag-15-6-inch-laptop-backpack-college-bagpack-office-back-packed-laptop-bag-for-men-women-school-bags-for-boys-girls-with-small-pockets-laptop-compartment/dp/B0C1NZLF67
B0847PGZZM,TRAWOC 80L Travel Backpack for Outdoor Sport Camp Hiking Trekking Bag Camping Rucksack HK007 (PARENT) 1 Year Warranty,2246,4.4,7714,https://www.amazon.in/trawoc-80l-travel-backpack-for-outdoor-sport-camp-hiking-trekking-bag-camping-rucksack-hk007-parent-1-year-warranty/dp/B0847PGZZM
B0C3J2RLHP,"HOEXL 42L Expandable Premium Laptop Backpack for Men/Women for Travel, School, College-Tech Bag with USB - Bagpacker Bag, 17 inch Laptop Bag with Water-resistant, Smart Bag with Multiple Compartments",2899,4.8,81,https://www.amazon.in/hoexl-42l-expandable-premium-laptop-backpack-for-men-women-for-travel-school-college-tech-bag-with-usb-bagpacker-bag-17-inch-laptop-bag-with-water-resistant-smart-bag-with-multiple-compartments/dp/B0C3J2RLHP
B07ZC77WTW,"SFANE Polyester 23 cms Navy Blue Gym Bag, Shoulder Bag, Sports Bag for Men & Women with Separate Shoes Compartment (Blue)",413,4.3,3164,https://www.amazon.in/sfane-polyester-23-cms-navy-blue-gym-bag-shoulder-bag-sports-bag-for-men-women-with-separate-shoes-compartment-blue/dp/B07ZC77WTW
B085QWJVCZ,F Gear 22 Ltrs Burner Art Lthr Brown Laptop Backpack (3343),870,4.3,400,https://www.amazon.in/f-gear-22-ltrs-burner-art-lthr-brown-laptop-backpack-3343/dp/B085QWJVCZ
B09TPHFMX7,"Shalimar Large Capacity Travel Bag/Storage Bag/Move-in Bags/Duffel Bag - Strong, Durable, Foldable and Water Resistant (Pack of 1) (Blue)",257,4.1,542,https://www.amazon.in/shalimar-large-capacity-travel-bag-storage-bag-move-in-bags-duffel-bag-strong-durable-foldable-and-water-resistant-pack-of-1-blue/dp/B09TPHFMX7
B0BVZL49N8,ZaySoo Stylish Casual Laptop Backpack/Office Bag/College Bag/Business Bag/Travel Backpack - Navyblue,307,5.0,2,https://www.amazon.in/zaysoo-stylish-casual-laptop-backpack-office-bag-college-bag-business-bag-travel-backpack-navyblue/dp/B0BVZL49N8
B09321GJXZ,Bennett™ Mystic 15.6 inch (39.6cm) Laptop Briefcase Shoulder Sling Office Business Professional Travel Messenger Bag for Men and Women Water Repellent Formal Executive Bags (Grey) 6 Months Warranty,452,4.0,6881,https://www.amazon.in/bennetttm-mystic-15-6-inch-39-6cm-laptop-briefcase-shoulder-sling-office-business-professional-travel-messenger-bag-for-men-and-women-water-repellent-formal-executive-bags-grey-6-months-warranty/dp/B09321GJXZ
B07NHYLTY7,ZOUK Black Floral Printed Handmade Vegan Leather Women's Office Bag for 15.6 inch Laptop with double handles - FloMotif,1549,4.3,1104,https://www.amazon.in/zouk-black-floral-printed-handmade-vegan-leather-women-s-office-bag-for-15-6-inch-laptop-with-double-handles-flomotif/dp/B07NHYLTY7
B0BYW5SH4L,Half Moon Vision Water Resistant 15.6 inch Laptop Bag for Men/Backpack for Men | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment,459,4.3,17,https://www.amazon.in/half-moon-vision-water-resistant-15-6-inch-laptop-bag-for-men-backpack-for-men-office-bag-for-men-office-bag-for-women-with-padded-laptop-compartment/dp/B0BYW5SH4L
B086PYLWS3,Fur Jaden 25L Travel Duffle Bag for Weekend Trip Cabin Luggage and Gym Sports Duffle for Men and Women,629,4.1,965,https://www.amazon.in/fur-jaden-25l-travel-duffle-bag-for-weekend-trip-cabin-luggage-and-gym-sports-duffle-for-men-and-women/dp/B086PYLWS3
B07G4D13LB,Gear Classic 20L Small Faux Leather Water Resistant Anti Theft Laptop Bag/Office Backpack for Men/Women-Black,799,4.4,2792,https://www.amazon.in/gear-classic-20l-small-faux-leather-water-resistant-anti-theft-laptop-bag-office-backpack-for-men-women-black/dp/B07G4D13LB
B07NJGW3WX,NIVIA Beast Gym Bag-4 Polyester/Unisex Gym Bags/Shoulder Bag for Men & Women with Separate Shoes Compartment/Carry Gym Accessories/Fitness Bag/Sports & Travel Bag/Sports Kit (Navy Blue),489,4.0,144,https://www.amazon.in/nivia-beast-gym-bag-4-polyester-unisex-gym-bags-shoulder-bag-for-men-women-with-separate-shoes-compartment-carry-gym-accessories-fitness-bag-sports-travel-bag-sports-kit-navy-blue/dp/B07NJGW3WX
B019FBEJCO,Gear Campus8 25L Medium Water Resistant School Bag/Casual Backpack/Daypack/College Bag/for Men/Women - Green Grey,595,4.1,1293,https://www.amazon.in/gear-campus8-25l-medium-water-resistant-school-bag-casual-backpack-daypack-college-bag-for-men-women-green-grey/dp/B019FBEJCO
B08BTD8YZP,PUMA Casual Backpack IND II Black-CASTLEROCK,1019,4.1,279,https://www.amazon.in/puma-casual-backpack-ind-ii-black-castlerock/dp/B08BTD8YZP
B0CJHST8BY,Impulse Diggy Niva 35L Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack Water Resistant Fits Up to 16 Inch Laptop with 1 Year Warranty,399,4.4,23,https://www.amazon.in/impulse-diggy-niva-35l-laptop-backpack-office-bag-school-bag-college-bag-business-bag-travel-backpack-water-resistant-fits-up-to-16-inch-laptop-with-1-year-warranty/dp/B0CJHST8BY
B07MWD4D4W,M MEDLER Epoch Nylon 55 litres Waterproof Strolley Duffle Bag- 2 Wheels - Luggage Bag - (Navy Blue),399,3.5,26285,https://www.amazon.in/m-medler-epoch-nylon-55-litres-waterproof-strolley-duffle-bag-2-wheels-luggage-bag-navy-blue/dp/B07MWD4D4W
B0CJ8WTYFK,"TRUE HUMAN® Emperor Anti-Theft Laptop Bag, Office bag, college bag With combination security lock and USB charging port(Hybrid)",650,3.0,1,https://www.amazon.in/true-human-r-emperor-anti-theft-laptop-bag-office-bag-college-bag-with-combination-security-lock-and-usb-charging-port-hybrid/dp/B0CJ8WTYFK
B07CDD6YS2,KILLER Louis 38L Large Laptop Backpack With 3 Compartments Polyester Trendy Waterproof Travel Backpack,1749,4.4,9472,https://www.amazon.in/killer-louis-38l-large-laptop-backpack-with-3-compartments-polyester-trendy-waterproof-travel-backpack/dp/B07CDD6YS2
B0BPTJS6Q8,"HYDER Floral 35L Latest Cute and Stylish School Bag for Girls - Perfect for School, College, Office and Tution Durable School bags for Kids And Women | Perfect Girls Bag",684,4.0,146,https://www.amazon.in/hyder-floral-35l-latest-cute-and-stylish-school-bag-for-girls-perfect-for-school-college-office-and-tution-durable-school-bags-for-kids-and-women-perfect-girls-bag/dp/B0BPTJS6Q8
B0C555LQF4,NORTH ZONE Northzone Sling Cross Body Travel Office Business Messenger One Side Shoulder Pouch Bag Money Bag for Men and Women,249,3.9,139,https://www.amazon.in/north-zone-northzone-sling-cross-body-travel-office-business-messenger-one-side-shoulder-pouch-bag-money-bag-for-men-and-women/dp/B0C555LQF4
B08N6HSJJ5,URBAN WOLF 30L Casual Dual Compartment Water Resistant Laptop Backpack Unisex Bags for Office/Travel/Business/College/School (Black),749,3.9,1016,https://www.amazon.in/urban-wolf-30l-casual-dual-compartment-water-resistant-laptop-backpack-unisex-bags-for-office-travel-business-college-school-black/dp/B08N6HSJJ5
B08D7QKCX5,Nivia Polyester Pulse Bag,229,3.6,57,https://www.amazon.in/nivia-polyester-pulse-bag/dp/B08D7QKCX5
B07G4D13LB,Gear Classic 20L Small Faux Leather Water Resistant Anti Theft Laptop Bag/Office Backpack for Men/Women-Black,799,4.4,2792,https://www.amazon.in/gear-classic-20l-small-faux-leather-water-resistant-anti-theft-laptop-bag-office-backpack-for-men-women-black/dp/B07G4D13LB
B086PYLWS3,Fur Jaden 25L Travel Duffle Bag for Weekend Trip Cabin Luggage and Gym Sports Duffle for Men and Women,629,4.1,965,https://www.amazon.in/fur-jaden-25l-travel-duffle-bag-for-weekend-trip-cabin-luggage-and-gym-sports-duffle-for-men-and-women/dp/B086PYLWS3
B0C8NX7HTX,"Amazon Basics Opel Laptop Bag/Office/College Backpack for 15.6 inch laptop(20 L, Black)",509,3.7,158,https://www.amazon.in/amazon-basics-opel-laptop-bag-office-college-backpack-for-15-6-inch-laptop-20-l-black/dp/B0C8NX7HTX
B08TDGVLVM,"Presto! Oxo-Biodegradable Garbage Bags, Small - 30 bags/roll (Pack of 6, Green, For Wet Waste)",299,4.4,544,https://www.amazon.in/presto-oxo-biodegradable-garbage-bags-small-30-bags-roll-pack-of-6-green-for-wet-waste/dp/B08TDGVLVM
B09VTC876Z,"FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls",649,4.1,6693,https://www.amazon.in/fur-jaden-anti-theft-number-lock-backpack-bag-with-15-6-inch-laptop-compartment-usb-charging-port-organizer-pocket-for-men-women-boys-girls/dp/B09VTC876Z
B0C6N3MYL2,Half Moon Aztec 37L School Bag Class 5-12 | College Bagpack for Men/College Back pack for Women | 15.6 inch Laptop Bag for Men/Backpack for Men | Spacious & Multiple Pockets,529,3.5,357,https://www.amazon.in/half-moon-aztec-37l-school-bag-class-5-12-college-bagpack-for-men-college-back-pack-for-women-15-6-inch-laptop-bag-for-men-backpack-for-men-spacious-multiple-pockets/dp/B0C6N3MYL2
B08BTD8YZP,PUMA Casual Backpack IND II Black-CASTLEROCK,1019,4.1,279,https://www.amazon.in/puma-casual-backpack-ind-ii-black-castlerock/dp/B08BTD8YZP
B0C6QTMYFG,"Zebronics Techshield A1, 18 Liters, 1 Compartment Laptop Backpack and Front Pocket, fit Up to 15.6-inch Laptop, Polyester Fabric, Office Use and Mini Business Travel Bags (Black)",498,3.6,12,https://www.amazon.in/zebronics-techshield-a1-18-liters-1-compartment-laptop-backpack-and-front-pocket-fit-up-to-15-6-inch-laptop-polyester-fabric-office-use-and-mini-business-travel-bags-black/dp/B0C6QTMYFG
B0B1HM2ZGX,Martucci 16 inch 36L Casual Waterproof Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack,545,4.0,282,https://www.amazon.in/martucci-16-inch-36l-casual-waterproof-backpack-office-bag-school-bag-college-bag-business-bag-unisex-travel-backpack/dp/B0B1HM2ZGX
B0C5CFCLLJ,Half Moon Urban Explorer PU Leather Stylish Side Sling Cross Body Travel Office Business Messenger Bag with Multi-Pocket Zip Closure and Adjustable Straps For Men Women,269,3.3,40,https://www.amazon.in/half-moon-urban-explorer-pu-leather-stylish-side-sling-cross-body-travel-office-business-messenger-bag-with-multi-pocket-zip-closure-and-adjustable-straps-for-men-women/dp/B0C5CFCLLJ
B07MWD4D4W,M MEDLER Epoch Nylon 55 litres Waterproof Strolley Duffle Bag- 2 Wheels - Luggage Bag - (Navy Blue),399,3.5,26285,https://www.amazon.in/m-medler-epoch-nylon-55-litres-waterproof-strolley-duffle-bag-2-wheels-luggage-bag-navy-blue/dp/B07MWD4D4W
B08D7QKCX5,Nivia Polyester Pulse Bag,229,3.6,57,https://www.amazon.in/nivia-polyester-pulse-bag/dp/B08D7QKCX5
B0BHX7GY16,Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,689,3.9,3857,https://www.amazon.in/half-moon-large-37l-laptop-bag-backpack-for-menn-women-boys-and-girls-luggage-travel-bags-with-17-3-inches-laptop-compartment-rain-cover/dp/B0BHX7GY16
B0BPTJS6Q8,"HYDER Floral 35L Latest Cute and Stylish School Bag for Girls - Perfect for School, College, Office and Tution Durable School bags for Kids And Women | Perfect Girls Bag",684,4.0,146,https://www.amazon.in/hyder-floral-35l-latest-cute-and-stylish-school-bag-for-girls-perfect-for-school-college-office-and-tution-durable-school-bags-for-kids-and-women-perfect-girls-bag/dp/B0BPTJS6Q8
B07KSZTYWX,Shalimar Premium OXO - Biodegradable Garbage Bags Size 30 X 37 Inches (Extra Large) 60 Bags (4 rolls) Dustbin Bag/Trash Bag - Black Color,494,4.5,1459,https://www.amazon.in/shalimar-premium-oxo-biodegradable-garbage-bags-size-30-x-37-inches-extra-large-60-bags-4-rolls-dustbin-bag-trash-bag-black-color/dp/B07KSZTYWX
B07PDYTXD7,"The Purple Tree Canvas Tote Bag For Women - 1 Pc , women tote bag , canvas tote bag , printed tote bag , printed canvas tote bag , stylish bags for women TBAG00422",349,4.2,600,https://www.amazon.in/the-purple-tree-canvas-tote-bag-for-women-1-pc-women-tote-bag-canvas-tote-bag-printed-tote-bag-printed-canvas-tote-bag-stylish-bags-for-women-tbag00422/dp/B07PDYTXD7
B07Y2BFJ1B,DZert Kids School Bag Soft Plush Backpacks Cartoon Boys Girls Baby (2-5 Years),228,3.7,12746,https://www.amazon.in/dzert-kids-school-bag-soft-plush-backpacks-cartoon-boys-girls-baby-2-5-years/dp/B07Y2BFJ1B
B07NLB6FRS,NIVIA Basic Duffle Polyester Bag/Gym Bags/Adjustable Shoulder Bag for Men/Duffle Gym Bags for Men/Fitness Bag/Carry Bags/Sports & Travel Bag/Sports Kit/Duffle Bags Travel,229,4.0,4180,https://www.amazon.in/nivia-basic-duffle-polyester-bag-gym-bags-adjustable-shoulder-bag-for-men-duffle-gym-bags-for-men-fitness-bag-carry-bags-sports-travel-bag-sports-kit-duffle-bags-travel/dp/B07NLB6FRS
B0BRFRVQMX,"GLUN® Round Shape Foldable Laundry Bag Capacity of 45 Ltr, Non Woven Toys and Cloth Bag, Grey and Black Combination Pack of 1",161,3.9,119,https://www.amazon.in/glun-r-round-shape-foldable-laundry-bag-capacity-of-45-ltr-non-woven-toys-and-cloth-bag-grey-and-black-combination-pack-of-1/dp/B0BRFRVQMX
B07KT98RKS,Shalimar Premium OXO - Biodegradable Garbage Bags Size 24 X 32 Inches (Large) 60 Bags (4 rolls) Dustbin Bag/Trash Bag - Black Color,299,4.5,4620,https://www.amazon.in/shalimar-premium-oxo-biodegradable-garbage-bags-size-24-x-32-inches-large-60-bags-4-rolls-dustbin-bag-trash-bag-black-color/dp/B07KT98RKS
B08BTD8YZP,PUMA Casual Backpack IND II Black-CASTLEROCK,1019,4.1,279,https://www.amazon.in/puma-casual-backpack-ind-ii-black-castlerock/dp/B08BTD8YZP
B0C6639P8P,Amazon Basics Laptop Bag for 15.6 Inch Laptops | College/Travel Backpack with USB Charging Port and Anti-Theft Pocket | 23 L,1009,4.4,138,https://www.amazon.in/amazon-basics-laptop-bag-for-15-6-inch-laptops-college-travel-backpack-with-usb-charging-port-and-anti-theft-pocket-23-l/dp/B0C6639P8P
B086PYLWS3,Fur Jaden 25L Travel Duffle Bag for Weekend Trip Cabin Luggage and Gym Sports Duffle for Men and Women,629,4.1,965,https://www.amazon.in/fur-jaden-25l-travel-duffle-bag-for-weekend-trip-cabin-luggage-and-gym-sports-duffle-for-men-and-women/dp/B086PYLWS3
B07J46KLFP,"FUR JADEN 15.6 Inch Laptop Backpack 25 LTR Bag for School, College and Office with USB Charging Port",429,3.9,10507,https://www.amazon.in/fur-jaden-15-6-inch-laptop-backpack-25-ltr-bag-for-school-college-and-office-with-usb-charging-port/dp/B07J46KLFP
B0C555LQF4,NORTH ZONE Northzone Sling Cross Body Travel Office Business Messenger One Side Shoulder Pouch Bag Money Bag for Men and Women,249,3.9,139,https://www.amazon.in/north-zone-northzone-sling-cross-body-travel-office-business-messenger-one-side-shoulder-pouch-bag-money-bag-for-men-and-women/dp/B0C555LQF4
B0BNSXJ2MY,Martucci Hipe 35L Laptop Backpack for Men and Women/Boys and Girls Unisex/College/School/Travel Bags with 17 Inches Laptop Compartment with Rain Cover(Black),521,3.8,59,https://www.amazon.in/martucci-hipe-35l-laptop-backpack-for-men-and-women-boys-and-girls-unisex-college-school-travel-bags-with-17-inches-laptop-compartment-with-rain-cover-black/dp/B0BNSXJ2MY
B078MFYJ3M,COSMUS Heavy Duty School Bag Norwich 33L waterproof Backpacks Bag With laptop compartment,1196,4.2,434,https://www.amazon.in/cosmus-heavy-duty-school-bag-norwich-33l-waterproof-backpacks-bag-with-laptop-compartment/dp/B078MFYJ3M
B09321GJXZ,Bennett™ Mystic 15.6 inch (39.6cm) Laptop Briefcase Shoulder Sling Office Business Professional Travel Messenger Bag for Men and Women Water Repellent Formal Executive Bags (Grey) 6 Months Warranty,452,4.0,6881,https://www.amazon.in/bennetttm-mystic-15-6-inch-39-6cm-laptop-briefcase-shoulder-sling-office-business-professional-travel-messenger-bag-for-men-and-women-water-repellent-formal-executive-bags-grey-6-months-warranty/dp/B09321GJXZ
B0C6N3MYL2,Half Moon Aztec 37L School Bag Class 5-12 | College Bagpack for Men/College Back pack for Women | 15.6 inch Laptop Bag for Men/Backpack for Men | Spacious & Multiple Pockets,529,3.5,357,https://www.amazon.in/half-moon-aztec-37l-school-bag-class-5-12-college-bagpack-for-men-college-back-pack-for-women-15-6-inch-laptop-bag-for-men-backpack-for-men-spacious-multiple-pockets/dp/B0C6N3MYL2
B0C58X3CRX,"Amazon Basics Classic Camera Shoulder Bag, Adjustable Strap, Waterproof material, Breathable Mesh, Anti-Shock, Compatible with Nikon, Canon and Sony Mirrorless Cameras",549,3.6,6,https://www.amazon.in/amazon-basics-classic-camera-shoulder-bag-adjustable-strap-waterproof-material-breathable-mesh-anti-shock-compatible-with-nikon-canon-and-sony-mirrorless-cameras/dp/B0C58X3CRX
B09CGDFNBV,"DAHSHA Nylon Stylish Small 6 Multi-Pocket Zip Closure Sling Cross Body Travel Messenger One Side Shoulder Bag for Men & Women (Grey, 25 x 10 x 20 CM)",545,4.0,860,https://www.amazon.in/dahsha-nylon-stylish-small-6-multi-pocket-zip-closure-sling-cross-body-travel-messenger-one-side-shoulder-bag-for-men-women-grey-25-x-10-x-20-cm/dp/B09CGDFNBV
B0CF9Q8HPN,"Cockatoo CMP01 OXO-Biodegradable Garbage Bags Medium|Your Ultimate Companion for Campaigning and Traveling|for Keeping Your Adventures Clean and Green,30 Bags/Rollx3,(18.5 X 20.5 Inch)",99,4.8,151,https://www.amazon.in/cockatoo-cmp01-oxo-biodegradable-garbage-bags-medium-your-ultimate-companion-for-campaigning-and-traveling-for-keeping-your-adventures-clean-and-green-30-bags-rollx3-18-5-x-20-5-inch/dp/B0CF9Q8HPN
B0BYW5SH4L,Half Moon Vision Water Resistant 15.6 inch Laptop Bag for Men/Backpack for Men | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment,459,4.3,17,https://www.amazon.in/half-moon-vision-water-resistant-15-6-inch-laptop-bag-for-men-backpack-for-men-office-bag-for-men-office-bag-for-women-with-padded-laptop-compartment/dp/B0BYW5SH4L
B08M6FS6W8,DZert Kids School Bag Soft Plush Backpacks Cartoon Boys Girls Baby (2-5 Years),228,3.7,12746,https://www.amazon.in/dzert-kids-school-bag-soft-plush-backpacks-cartoon-boys-girls-baby-2-5-years/dp/B08M6FS6W8
B08BTD8YZP,PUMA Casual Backpack IND II Black-CASTLEROCK,1019,4.1,279,https://www.amazon.in/puma-casual-backpack-ind-ii-black-castlerock/dp/B08BTD8YZP
B0CJ3K6CGP,Skybags EVO LAPTOP BACKPACK BLACK & NAVY,699,0,0,https://www.amazon.in/skybags-evo-laptop-backpack-black-navy/dp/B0CJ3K6CGP
B07Y2BFJ1B,DZert Kids School Bag Soft Plush Backpacks Cartoon Boys Girls Baby (2-5 Years),228,3.7,12746,https://www.amazon.in/dzert-kids-school-bag-soft-plush-backpacks-cartoon-boys-girls-baby-2-5-years/dp/B07Y2BFJ1B
B0BPTJS6Q8,"HYDER Floral 35L Latest Cute and Stylish School Bag for Girls - Perfect for School, College, Office and Tution Durable School bags for Kids And Women | Perfect Girls Bag",684,4.0,146,https://www.amazon.in/hyder-floral-35l-latest-cute-and-stylish-school-bag-for-girls-perfect-for-school-college-office-and-tution-durable-school-bags-for-kids-and-women-perfect-girls-bag/dp/B0BPTJS6Q8
B0CKL5VFT7,Wooum 48 L Casual Water Resistance Laptop Bag/Backpack for Men Women Boys Girls/Office School College Teens & Students with 15.6 Inch Laptop Compartment 50x37x26Cm (Navy Blue),399,0,0,https://www.amazon.in/wooum-48-l-casual-water-resistance-laptop-bag-backpack-for-men-women-boys-girls-office-school-college-teens-students-with-15-6-inch-laptop-compartment-50x37x26cm-navy-blue/dp/B0CKL5VFT7
B07NLB6FRS,NIVIA Basic Duffle Polyester Bag/Gym Bags/Adjustable Shoulder Bag for Men/Duffle Gym Bags for Men/Fitness Bag/Carry Bags/Sports & Travel Bag/Sports Kit/Duffle Bags Travel,229,4.0,4180,https://www.amazon.in/nivia-basic-duffle-polyester-bag-gym-bags-adjustable-shoulder-bag-for-men-duffle-gym-bags-for-men-fitness-bag-carry-bags-sports-travel-bag-sports-kit-duffle-bags-travel/dp/B07NLB6FRS
B0C555LQF4,NORTH ZONE Northzone Sling Cross Body Travel Office Business Messenger One Side Shoulder Pouch Bag Money Bag for Men and Women,249,3.9,139,https://www.amazon.in/north-zone-northzone-sling-cross-body-travel-office-business-messenger-one-side-shoulder-pouch-bag-money-bag-for-men-and-women/dp/B0C555LQF4
B0CJJQWK72,WHITECRAFT Polyester 30 Liter Waterproof Backpack for Men & Women| Fits upto 12-17 Inch Laptop Bag | Travel/Business/College/Casual Daypacks,386,0,0,https://www.amazon.in/whitecraft-polyester-30-liter-waterproof-backpack-for-men-women-fits-upto-12-17-inch-laptop-bag-travel-business-college-casual-daypacks/dp/B0CJJQWK72
B0C6639P8P,Amazon Basics Laptop Bag for 15.6 Inch Laptops | College/Travel Backpack with USB Charging Port and Anti-Theft Pocket | 23 L,1009,4.4,138,https://www.amazon.in/amazon-basics-laptop-bag-for-15-6-inch-laptops-college-travel-backpack-with-usb-charging-port-and-anti-theft-pocket-23-l/dp/B0C6639P8P
